No Sensor found on bus! Rescanning...
No Sensor found on bus! Rescanning...
✖ WiFi connection lost
🔄 WiFi disconnected, retrying...
✖ WiFi connection lost
No Sensor found on bus! Rescanning...
No Sensor found on bus! Rescanning...
✖ WiFi connection lost
🔄 WiFi disconnected, retrying...
✖ WiFi connection lost
No Sensor found on bus! Rescanning...
No Sensor found on bus! Rescanning...
✖ WiFi connection lost
🔄 WiFi disconnected, retrying...
✖ WiFi connection lost
⚠ WiFi connection timeout (20s). Falling back to AP Setup Mode!
✖ WiFi connection lost
🚀 AP Mode active. SSID: 'Pool-Controller-Setup'. IP: 192.168.4.1
[ 23449][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 23457][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 23465][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 23473][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 23481][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 23489][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 23497][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 23505][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 23513][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 23521][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 23529][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 23537][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 23545][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 23553][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 23561][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 23569][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 23577][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 23585][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 23593][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 23601][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 23609][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 23617][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 23625][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 23633][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 23641][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 23649][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 23657][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 23665][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 23673][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 23681][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 23689][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 23697][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 23705][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 23713][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 23721][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 23729][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 23737][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 23745][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 23753][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 23761][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 23769][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 23777][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 23785][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 23793][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 23801][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 23809][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 23817][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 23825][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 23833][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 23841][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 23849][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 23857][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 23865][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 23873][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 23881][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 23889][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 23897][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 23905][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 23913][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 23921][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 23929][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 23937][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 23945][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 23953][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 23961][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 23969][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 23977][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 23985][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 23993][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 24001][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 24009][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 24017][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 24025][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 24033][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 24041][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 24049][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 24057][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 24065][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 24073][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 24081][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 24089][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 24097][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 24105][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 24113][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 24121][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 24129][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 24137][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 24145][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 24153][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 24161][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 24169][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 24177][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 24185][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 24193][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 24201][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 24209][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 24217][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 24225][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 24233][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 24241][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 24249][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 24257][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 24265][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 24273][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 24281][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 24289][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 24297][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 24305][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 24313][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 24321][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 24329][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 24337][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 24345][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 24353][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 24361][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 24369][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 24377][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 24385][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 24393][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 24401][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 24409][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 24417][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 24425][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 24433][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 24441][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 24449][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 24457][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 24465][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 24473][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 24481][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 24489][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 24497][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 24505][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 24513][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 24521][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 24529][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 24537][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 24545][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 24553][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 24561][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 24569][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 24577][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 24585][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 24593][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 24601][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 24609][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 24617][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 24625][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 24633][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 24641][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 24649][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 24657][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 24665][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 24673][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 24681][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 24689][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 24697][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 24705][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 24713][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 24721][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 24729][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 24737][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 24745][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 24753][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 24761][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 24769][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 24777][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 24785][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 24793][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 24801][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 24809][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 24817][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 24825][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 24833][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 24841][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 24849][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 24857][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 24865][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 24873][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 24881][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 24889][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 24897][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 24905][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 24913][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 24921][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 24929][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 24937][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 24945][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 24953][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 24961][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 24969][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 24977][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 24985][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 24993][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 25001][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 25009][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 25017][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 25025][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 25033][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 25041][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 25049][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 25057][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 25065][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 25073][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 25081][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 25089][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 25097][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 25105][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 25113][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 25121][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 25129][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 25137][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 25145][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 25153][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 25161][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 25169][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 25177][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 25185][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 25193][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 25201][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 25209][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 25217][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 25225][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 25233][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 25241][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 25249][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 25257][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 25265][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 25273][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 25281][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 25289][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 25297][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 25305][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 25313][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 25321][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 25329][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 25337][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 25345][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 25353][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 25361][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 25369][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 25377][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 25385][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 25393][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 25401][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 25409][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 25417][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 25425][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 25433][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 25441][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 25449][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 25457][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 25465][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 25473][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 25481][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 25489][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 25497][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 25505][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 25513][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 25521][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 25529][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 25537][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 25545][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 25553][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 25561][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 25569][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 25577][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 25585][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 25593][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 25601][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 25609][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 25617][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 25625][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 25633][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 25641][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 25649][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 25657][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 25665][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 25673][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 25681][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 25689][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 25697][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 25705][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 25713][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 25721][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 25729][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 25737][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 25745][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 25753][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
[ 25761][E][WiFiUdp.cpp:221] parsePacket(): could not receive data: 9
